ID,sex,age,freq_alcohol,exp_kta,exp_kta2,reason_non_kta,most_pkta,sat_flavor,sat_sweet,sat_sour,sat_smell,sat_swallow,sat_degree,menu,most_menu,6-4. 위 문항(6번)에서 답한 전통주와 가장 어울리는 날씨는 무엇인가요?,6-5. 위 문항(6번)에서 답한 전통주를 마시게 된 주된 경로는 무엇입니까?,"7. 위 선택지에 제시된 내용을 제외하고 마셔 본 전통주와 관련된 자신만의 추천해주고 싶은 경험(주된 경험, 먹었던 안주, 날씨 등)을 자유롭게 써주세요. (주관식)",pi_kta,8-1. 위 문항의 전통주를 구매하지 않은 주된 이유는 무엇인가요?,9. 다음 항목에서 가장 선호하는 주종은 무엇입니까?,9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [맛],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [당도],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [산도],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [향],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [목넘김],9-1. 위 문항(9번)에서 답한 주종의 특성들에 대해 어느 정도 만족하십니까? [도수],9-2. 위 문항(9번)에서 답한 주종과 같이 먹었던 안주는 무엇입니까?(최대 3개),9-3. 위 문항(9번)에서 답한 주종과 같이 먹었던 안주 중에 가장 추천해주고 싶은 안주는 무엇입니까?,9-4. 위 문항(9번)에서 답한 주종과 가장 어울리는 날씨는 무엇인가요?,9-5. 위 문항(9번)에서 답한 주종을 마시게 된 주된 경로는 무엇입니까?,"10. 위 선택지에 제시된 내용을 제외하고 마셔 본 주종과 관련된 자신만의 추천해주고 싶은 경험(주된 경험, 먹었던 안주, 날씨 등)을 자유롭게 써주세요. (주관식)",11. 위 문항(9번)에서 답한 주종을 다음에도 구매할 의사가 있으십니까?
835,1,2,3,1,1,,6,4,4,4,5,3,5,3,2,6,1,비오는날은 막걸리쥬,2,,3,5,5,5,5,5,5,8,8,1,3,운동하고 먹는 맥주는 개꾸르르릇맛,2
836,1,1,4,1,1,,10,4,4,4,4,4,4,11,11,2,3,,2,,3,4,4,4,4,4,4,2,8,6,3,,2
837,1,1,5,1,1,,4,5,5,5,5,5,5,6,5,2,3,,2,,4,5,5,5,5,5,5,,1,6,3,,2
838,1,1,5,2,2,2,,,,,,,,,,,,,,,3,3,3,2,1,3,3,,6,1,3,,3
839,1,1,2,1,1,,3,4,5,5,5,4,4,10,10,2,2,,2,,1,5,5,5,5,5,5,4,3,6,6,,2
840,1,1,4,1,1,,5,3,3,3,4,3,3,,3,5,5,,3,,1,3,2,2,2,4,4,2,4,6,3,,2
841,1,1,5,1,1,,1,3,3,3,3,4,4,11,10,6,3,없음,3,,1,3,3,3,3,3,3,4,3,6,3,없음,2
842,1,1,5,1,1,,6,3,2,2,3,3,4,2,3,3,5,,3,,1,3,3,3,3,3,3,2,2,1,3,,2
843,1,1,5,2,1,,1,3,2,2,4,3,2,9,11,2,3,,3,,2,4,4,3,3,4,3,6,4,6,3,,3
844,1,3,4,1,1,,2,4,4,5,5,5,5,11,11,2,2, 친구와 한여름에 강남 역삼동의 전통주 갤러리를 방문 후 친구집에서 시원한 에어컨과 냉장실에서 꺼낸 시원한 전통주를 두부김치와 함께 먹은 그 맛을 잊을수 없습니다,2,,1,4,4,4,4,4,4,2,2,6,1,"삼겹살, 소고기, 오리 등 구이류에는 쏘주가 진리",2
845,1,1,4,1,1,,8,3,4,4,4,4,4,5,5,6,2,,1,2,3,3,2,2,4,4,4,8,6,6,1,,2
846,1,1,4,1,1,,4,4,4,4,4,4,4,3,6,6,2,좋은 술과 좋은 안주 혼자 마시니 기붕이 좋다,2,,1,5,5,5,5,5,5,2,3,6,3,그냥 좋다,2
847,1,1,4,2,1,,10,4,4,3,4,4,3,4,2,6,1,,2,,4,4,4,4,4,4,3,8,9,6,3,,2
848,1,1,5,2,2,2,,,,,,,,,,,,,,,4,4,3,4,3,4,3,,1,6,3,,2
849,1,1,5,1,1,,1,3,3,3,3,3,3,2,4,2,3,,2,,3,3,3,3,4,4,3,2,4,6,3,,2
850,1,1,4,1,1,,7,5,4,3,4,3,4,5,11,6,5,,2,,5,5,3,3,5,4,5,6,9,1,3,,2
851,1,1,1,1,1,,1,1,1,1,1,1,1,,4,6,5,,1,1,1,1,1,1,1,1,1,,4,1,4,,1
852,2,1,5,1,1,,3,5,5,4,4,5,4,,1,6,3,,2,,1,2,2,3,3,4,4,4,4,6,4,,2
853,1,1,4,1,1,,5,4,3,3,5,4,3,4,1,6,3,,3,,1,5,3,3,1,3,5,2,2,6,3,,2
854,1,1,5,2,1,,2,4,3,3,3,4,4,,11,2,3,,3,,1,1,1,1,1,1,1,4,4,6,3,,2
